City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
139,Chokurdakh,RU,2022-11-17 14:20:06,70.6333,147.9167,-11.13,93,100,6.51
140,Brokopondo,SR,2022-11-17 14:20:07,4.75,-55.1667,83.39,64,51,2.33
141,Castro,BR,2022-11-17 14:20:07,-24.7911,-50.0119,71.08,42,0,6.78
142,Flinders,AU,2022-11-17 14:20:08,-34.5833,150.8552,54.37,78,70,10.0
143,Sao Filipe,CV,2022-11-17 14:20:08,14.8961,-24.4956,80.44,63,28,7.87
144,Hovd,MN,2022-11-17 14:20:09,48.0056,91.6419,26.35,27,100,6.42
145,Mahebourg,MU,2022-11-17 14:20:09,-20.4081,57.7,75.25,60,80,5.86
146,Beeville,US,2022-11-17 14:20:10,28.4008,-97.7483,48.38,57,100,5.75
147,Rivera,UY,2022-11-17 14:19:18,-30.9053,-55.5508,83.28,37,84,7.87
148,Ayan,RU,2022-11-17 14:20:10,56.45,138.1667,13.73,59,13,3.74
149,Portales,US,2022-11-17 14:20:11,34.1862,-103.3344,31.1,86,5,10.6
150,Nikolskoye,RU,2022-11-17 14:17:26,59.7035,30.7861,31.91,70,99,9.89
151,Sulangan,PH,2022-11-17 14:20:12,11.1373,123.7228,80.6,82,100,14.88
152,Kastornoye,RU,2022-11-17 14:20:12,51.8334,38.1302,27.45,95,100,10.74
153,Talnakh,RU,2022-11-17 14:20:13,69.4865,88.3972,-3.8,98,100,16.42
154,Korla,CN,2022-11-17 14:20:13,41.7597,86.1469,38.32,36,4,3.31
155,Hilo,US,2022-11-17 14:20:13,19.7297,-155.09,71.26,89,40,5.75
156,Ormara,PK,2022-11-17 14:20:14,25.2088,64.6357,81.43,57,0,11.03
157,Rawson,AR,2022-11-17 14:20:14,-43.3002,-65.1023,76.66,31,97,20.98
158,Miandrivazo,MG,2022-11-17 14:20:15,-19.5167,45.4667,86.0,54,64,13.65
159,Iracoubo,GF,2022-11-17 14:20:15,5.4802,-53.2011,85.42,62,57,6.38
160,Filderstadt,DE,2022-11-17 14:20:15,48.657,9.2205,56.97,66,20,8.05
161,Constitucion,CL,2022-11-17 14:20:16,-35.3333,-72.4167,66.61,65,3,10.18
162,Luanda,AO,2022-11-17 14:20:03,-8.8368,13.2343,79.93,67,38,10.85
163,Nortelandia,BR,2022-11-17 14:20:17,-14.4547,-56.8028,92.8,28,24,3.65
